sample_id,sample_index,source,file_name,generation_status,parser_success,entity_count,relation_count
ctinexus__fortra-warns-of-new-critical-goanywhere-mft-auth-bypass-patch-now.json,66,ctinexus,fortra-warns-of-new-critical-goanywhere-mft-auth-bypass-patch-now.json,success,True,23,21
ctinexus__global-teamcity-exploitation-opens-door-to-solarwinds-style-nightmare.json,71,ctinexus,global-teamcity-exploitation-opens-door-to-solarwinds-style-nightmare.json,success,True,16,14
ctinexus__government-backed-actors-exploiting-winrar-vulnerability.json,58,ctinexus,government-backed-actors-exploiting-winrar-vulnerability.json,success,True,20,16
ctinexus__hackers-start-exploiting-critical-atlassian-confluence-rce-flaw.json,87,ctinexus,hackers-start-exploiting-critical-atlassian-confluence-rce-flaw.json,success,True,7,8
ctinexus__in-depth-look-at-apt35-aka-charming-kitten.json,55,ctinexus,in-depth-look-at-apt35-aka-charming-kitten.json,success,True,9,8
ctinexus__in-depth-look-at-yanluowang-ransomware.json,54,ctinexus,in-depth-look-at-yanluowang-ransomware.json,success,True,14,17
ctinexus__iphone-users-urged-to-update-to-patch-2-zero-days-under-attack.json,93,ctinexus,iphone-users-urged-to-update-to-patch-2-zero-days-under-attack.json,success,True,34,24
ctinexus__kasseika-ransomware-uses-antivirus-driver-to-kill-other-antiviruses.json,57,ctinexus,kasseika-ransomware-uses-antivirus-driver-to-kill-other-antiviruses.json,success,True,20,21
ctinexus__kimsuky-hackers-deploying-appleseed.json,72,ctinexus,kimsuky-hackers-deploying-appleseed.json,success,True,17,19
ctinexus__malicious-operations-of-exposed-iam-keys-cryptojacking.json,62,ctinexus,malicious-operations-of-exposed-iam-keys-cryptojacking.json,success,True,12,14
ctinexus__mastodon-vulnerability-allows-attackers-to-take-over-accounts.json,59,ctinexus,mastodon-vulnerability-allows-attackers-to-take-over-accounts.json,success,True,17,20
ctinexus__microsoft-zeroday-exploit.json,99,ctinexus,microsoft-zeroday-exploit.json,success,True,10,9
ctinexus__midnight-blizzard-conducts-targeted-social-engineering-over-microsoft-teams.json,60,ctinexus,midnight-blizzard-conducts-targeted-social-engineering-over-microsoft-teams.json,success,True,19,18
ctinexus__moveit-vulnerabilities-exploits.json,65,ctinexus,moveit-vulnerabilities-exploits.json,success,True,8,9
ctinexus__new-iranian-apt-data-extraction-tool.json,92,ctinexus,new-iranian-apt-data-extraction-tool.json,success,True,17,22
ctinexus__new-sneaky-xamalicious-android-malware.json,56,ctinexus,new-sneaky-xamalicious-android-malware.json,success,True,18,16
ctinexus__peach-sandstorm-password-spray-campaigns-enable-intelligence-collection-at-high-value-targets.json,88,ctinexus,peach-sandstorm-password-spray-campaigns-enable-intelligence-collection-at-high-value-targets.json,success,True,14,10
ctinexus__pegasus-forcedentry-protection.json,83,ctinexus,pegasus-forcedentry-protection.json,success,True,15,13
ctinexus__pensive-ursa-uses-upgraded-kazuar-backdoor_1.json,69,ctinexus,pensive-ursa-uses-upgraded-kazuar-backdoor_1.json,success,True,17,18
ctinexus__public-exploits-atlassian-confluence-flaw.json,84,ctinexus,public-exploits-atlassian-confluence-flaw.json,success,True,18,18
ctinexus__purplefox-malware-infects-thousands-of-computers-in-ukraine.json,80,ctinexus,purplefox-malware-infects-thousands-of-computers-in-ukraine.json,success,True,20,16
ctinexus__ragnar-locker-ransomware.json,61,ctinexus,ragnar-locker-ransomware.json,success,True,19,19
ctinexus__ransomware-spotlight-akira.json,91,ctinexus,ransomware-spotlight-akira.json,success,True,17,15
ctinexus__ransomware-spotlight-clop.json,97,ctinexus,ransomware-spotlight-clop.json,success,True,23,18
ctinexus__ransomware-spotlight-lockbit.json,77,ctinexus,ransomware-spotlight-lockbit.json,success,True,22,20
ctinexus__ransomware-spotlight-ransomexx.json,95,ctinexus,ransomware-spotlight-ransomexx.json,success,True,18,17
ctinexus__ransomware-spotlight-targetcompany.json,68,ctinexus,ransomware-spotlight-targetcompany.json,success,True,25,18
ctinexus__reservation-links-prey-on-travelers.json,90,ctinexus,reservation-links-prey-on-travelers.json,success,True,17,18
ctinexus__russia-star-blizzard-apt-upgrades-stealth-unmasked.json,96,ctinexus,russia-star-blizzard-apt-upgrades-stealth-unmasked.json,success,True,13,13
ctinexus__russian-hackers-stole-microsoft-corporate-emails-in-month-long-breach.json,64,ctinexus,russian-hackers-stole-microsoft-corporate-emails-in-month-long-breach.json,success,True,10,11
ctinexus__ryuk-2020-distributing-ransomware-via-trickbot-and-bazarloader.json,85,ctinexus,ryuk-2020-distributing-ransomware-via-trickbot-and-bazarloader.json,success,True,9,9
ctinexus__sea-turtle-cyber-espionage-campaign.json,50,ctinexus,sea-turtle-cyber-espionage-campaign.json,success,True,13,10
ctinexus__star-blizzard-increases-sophistication-and-evasion-in-ongoing-attacks.json,79,ctinexus,star-blizzard-increases-sophistication-and-evasion-in-ongoing-attacks.json,success,True,10,10
ctinexus__threat-group-using-rare-data-transfer-tactic-in-new-remcosrat-campaign.json,78,ctinexus,threat-group-using-rare-data-transfer-tactic-in-new-remcosrat-campaign.json,success,True,8,10
ctinexus__two-campaigns-by-north-korea-bad-actors-target-job-hunters.json,52,ctinexus,two-campaigns-by-north-korea-bad-actors-target-job-hunters.json,success,True,15,14
ctinexus__two-microsoft-zero-day-vulnerabilities-exploited-by-attackers.json,76,ctinexus,two-microsoft-zero-day-vulnerabilities-exploited-by-attackers.json,success,True,12,10
ctinexus__volt-typhoon-targets-us-critical-infrastructure-with-living-off-the-land-techniques.json,75,ctinexus,volt-typhoon-targets-us-critical-infrastructure-with-living-off-the-land-techniques.json,success,True,19,19
ctinexus__vultur-android-malware-gets-extensive-device-interaction-capabilities.json,70,ctinexus,vultur-android-malware-gets-extensive-device-interaction-capabilities.json,success,True,29,29
llm4cti__RQ1_25年6月使用的_index_0.json,200,llm4cti,RQ1_25年6月使用的_index_0.json,success,True,10,10
llm4cti__RQ1_25年6月使用的_index_1.json,201,llm4cti,RQ1_25年6月使用的_index_1.json,success,True,48,42
llm4cti__RQ1_25年6月使用的_index_10.json,202,llm4cti,RQ1_25年6月使用的_index_10.json,success,True,30,23
llm4cti__RQ1_25年6月使用的_index_11.json,203,llm4cti,RQ1_25年6月使用的_index_11.json,success,True,29,24
llm4cti__RQ1_25年6月使用的_index_12.json,204,llm4cti,RQ1_25年6月使用的_index_12.json,success,True,26,23
llm4cti__RQ1_25年6月使用的_index_13.json,205,llm4cti,RQ1_25年6月使用的_index_13.json,success,True,25,24
llm4cti__RQ1_25年6月使用的_index_14.json,206,llm4cti,RQ1_25年6月使用的_index_14.json,success,True,31,31
llm4cti__RQ1_25年6月使用的_index_15.json,207,llm4cti,RQ1_25年6月使用的_index_15.json,success,True,19,18
llm4cti__RQ1_25年6月使用的_index_16.json,208,llm4cti,RQ1_25年6月使用的_index_16.json,success,True,20,20
llm4cti__RQ1_25年6月使用的_index_17.json,209,llm4cti,RQ1_25年6月使用的_index_17.json,success,True,24,20
llm4cti__RQ1_25年6月使用的_index_18.json,210,llm4cti,RQ1_25年6月使用的_index_18.json,success,True,51,32
llm4cti__RQ1_25年6月使用的_index_19.json,211,llm4cti,RQ1_25年6月使用的_index_19.json,success,True,59,52
llm4cti__RQ1_25年6月使用的_index_2.json,212,llm4cti,RQ1_25年6月使用的_index_2.json,success,True,55,39
llm4cti__RQ1_25年6月使用的_index_21.json,213,llm4cti,RQ1_25年6月使用的_index_21.json,success,True,41,33
llm4cti__RQ1_25年6月使用的_index_22.json,214,llm4cti,RQ1_25年6月使用的_index_22.json,success,True,64,38
llm4cti__RQ1_25年6月使用的_index_23.json,215,llm4cti,RQ1_25年6月使用的_index_23.json,success,True,31,26
llm4cti__RQ1_25年6月使用的_index_24.json,216,llm4cti,RQ1_25年6月使用的_index_24.json,success,True,37,27
llm4cti__RQ1_25年6月使用的_index_25.json,217,llm4cti,RQ1_25年6月使用的_index_25.json,success,True,38,36
llm4cti__RQ1_25年6月使用的_index_26.json,218,llm4cti,RQ1_25年6月使用的_index_26.json,success,True,28,26
llm4cti__RQ1_25年6月使用的_index_27.json,219,llm4cti,RQ1_25年6月使用的_index_27.json,success,True,50,35
llm4cti__RQ1_25年6月使用的_index_29.json,220,llm4cti,RQ1_25年6月使用的_index_29.json,success,True,32,32
llm4cti__RQ1_25年6月使用的_index_30.json,221,llm4cti,RQ1_25年6月使用的_index_30.json,success,True,27,26
llm4cti__RQ1_25年6月使用的_index_32.json,222,llm4cti,RQ1_25年6月使用的_index_32.json,success,True,23,22
llm4cti__RQ1_25年6月使用的_index_33.json,223,llm4cti,RQ1_25年6月使用的_index_33.json,success,True,29,23
llm4cti__RQ1_25年6月使用的_index_34.json,224,llm4cti,RQ1_25年6月使用的_index_34.json,success,True,19,20
llm4cti__RQ1_25年6月使用的_index_35.json,225,llm4cti,RQ1_25年6月使用的_index_35.json,success,True,33,8
llm4cti__RQ1_25年6月使用的_index_36.json,226,llm4cti,RQ1_25年6月使用的_index_36.json,success,True,41,25
llm4cti__RQ1_25年6月使用的_index_37.json,227,llm4cti,RQ1_25年6月使用的_index_37.json,success,True,41,29
llm4cti__RQ1_25年6月使用的_index_38.json,228,llm4cti,RQ1_25年6月使用的_index_38.json,success,True,26,27
llm4cti__RQ1_25年6月使用的_index_4.json,229,llm4cti,RQ1_25年6月使用的_index_4.json,success,True,48,28
llm4cti__RQ1_25年6月使用的_index_40.json,230,llm4cti,RQ1_25年6月使用的_index_40.json,success,True,24,22
llm4cti__RQ1_25年6月使用的_index_41.json,231,llm4cti,RQ1_25年6月使用的_index_41.json,success,True,51,43
llm4cti__RQ1_25年6月使用的_index_42.json,232,llm4cti,RQ1_25年6月使用的_index_42.json,success,True,38,35
llm4cti__RQ1_25年6月使用的_index_43.json,233,llm4cti,RQ1_25年6月使用的_index_43.json,success,True,25,24
llm4cti__RQ1_25年6月使用的_index_45.json,234,llm4cti,RQ1_25年6月使用的_index_45.json,success,True,23,20
llm4cti__RQ1_25年6月使用的_index_46.json,235,llm4cti,RQ1_25年6月使用的_index_46.json,success,True,39,28
llm4cti__RQ1_25年6月使用的_index_47.json,236,llm4cti,RQ1_25年6月使用的_index_47.json,success,True,38,42
llm4cti__RQ1_25年6月使用的_index_48.json,237,llm4cti,RQ1_25年6月使用的_index_48.json,success,True,24,22
llm4cti__RQ1_25年6月使用的_index_5.json,238,llm4cti,RQ1_25年6月使用的_index_5.json,success,True,30,37
llm4cti__RQ1_25年6月使用的_index_50.json,239,llm4cti,RQ1_25年6月使用的_index_50.json,success,True,37,31
llm4cti__RQ1_25年6月使用的_index_51.json,240,llm4cti,RQ1_25年6月使用的_index_51.json,success,True,53,31
llm4cti__RQ1_25年6月使用的_index_53.json,241,llm4cti,RQ1_25年6月使用的_index_53.json,success,True,47,43
llm4cti__RQ1_25年6月使用的_index_54.json,242,llm4cti,RQ1_25年6月使用的_index_54.json,success,True,50,45
llm4cti__RQ1_25年6月使用的_index_56.json,243,llm4cti,RQ1_25年6月使用的_index_56.json,success,True,21,33
llm4cti__RQ1_25年6月使用的_index_57.json,244,llm4cti,RQ1_25年6月使用的_index_57.json,success,True,21,28
llm4cti__RQ1_25年6月使用的_index_6.json,245,llm4cti,RQ1_25年6月使用的_index_6.json,success,True,33,33
llm4cti__RQ1_25年6月使用的_index_7.json,246,llm4cti,RQ1_25年6月使用的_index_7.json,success,True,41,29
llm4cti__RQ1_25年6月使用的_index_8.json,247,llm4cti,RQ1_25年6月使用的_index_8.json,success,True,18,14
llm4cti__RQ1_25年6月使用的_index_9.json,248,llm4cti,RQ1_25年6月使用的_index_9.json,success,True,28,21
malkg__201102McAfeeNightDragon.txt,114,malkg,201102McAfeeNightDragon.txt,success,True,174,100
malkg__201109CommandFiveSKHack.txt,143,malkg,201109CommandFiveSKHack.txt,success,True,48,29
malkg__201109TrendLabsLuridDownloader.txt,115,malkg,201109TrendLabsLuridDownloader.txt,success,True,43,169
malkg__201110Zscaler1php.txt,128,malkg,201110Zscaler1php.txt,success,True,53,36
malkg__201201TrendMicroHeartBeat.txt,105,malkg,201201TrendMicroHeartBeat.txt,success,True,48,45
malkg__201202DellSecureWorksSinDigoo.txt,104,malkg,201202DellSecureWorksSinDigoo.txt,success,True,65,37
malkg__201203ContextInformationSecurityCrouchingTiger.txt,117,malkg,201203ContextInformationSecurityCrouchingTiger.txt,success,True,179,32
malkg__201204SecureListSabPub.txt,129,malkg,201204SecureListSabPub.txt,success,True,29,29
malkg__201205SymantecFlamer.txt,132,malkg,201205SymantecFlamer.txt,success,True,62,32
malkg__201207CitizenLabLURK.txt,148,malkg,201207CitizenLabLURK.txt,success,True,50,34
malkg__201207WiredDarkComet.txt,116,malkg,201207WiredDarkComet.txt,success,True,27,36
malkg__201208TrendMicroTaidoor.txt,119,malkg,201208TrendMicroTaidoor.txt,success,True,53,26
malkg__201209CitizenLabIEXPL0RERAT.txt,103,malkg,201209CitizenLabIEXPL0RERAT.txt,success,True,38,42
malkg__201209DellSecureWorksMirage.txt,109,malkg,201209DellSecureWorksMirage.txt,success,True,53,36
malkg__201209RSAFirstWatchVOHO.txt,113,malkg,201209RSAFirstWatchVOHO.txt,success,True,46,38
malkg__201210MatasanoRAT.txt,147,malkg,201210MatasanoRAT.txt,success,True,38,25
malkg__201211DunhamWickedRose.txt,138,malkg,201211DunhamWickedRose.txt,success,True,107,30
malkg__201211NormanXtremeRat.txt,102,malkg,201211NormanXtremeRat.txt,success,True,45,34
malkg__201302KasperskyLabsMiniDuke.txt,125,malkg,201302KasperskyLabsMiniDuke.txt,success,True,62,45
malkg__201302SymantecCommentCrew.txt,100,malkg,201302SymantecCommentCrew.txt,success,True,572,0
malkg__201302SymantecStuxnet.txt,107,malkg,201302SymantecStuxnet.txt,success,True,60,22
malkg__201303CIRCLPlugX.txt,121,malkg,201303CIRCLPlugX.txt,success,True,37,20
malkg__201303CitizenLabFinFisher.txt,141,malkg,201303CitizenLabFinFisher.txt,success,True,58,31
malkg__201303FidelisDarkSeoulJokra.txt,111,malkg,201303FidelisDarkSeoulJokra.txt,success,True,29,25
malkg__201303itrustPoisonIvy.txt,126,malkg,201303itrustPoisonIvy.txt,success,True,26,18
malkg__201304BitdefenderMiniDuke.txt,127,malkg,201304BitdefenderMiniDuke.txt,success,True,35,41
malkg__201304FireEyeTrojanAPTBaneChant.txt,108,malkg,201304FireEyeTrojanAPTBaneChant.txt,success,True,21,30
malkg__201305CIRCLMiniDuke.txt,130,malkg,201305CIRCLMiniDuke.txt,success,True,26,25
malkg__201305NormanHangover.txt,131,malkg,201305NormanHangover.txt,success,True,17,19
malkg__201305WeLiveSecurityPakistanAttack.txt,136,malkg,201305WeLiveSecurityPakistanAttack.txt,success,True,51,41
malkg__201306FireEyeSeinUp.txt,123,malkg,201306FireEyeSeinUp.txt,success,True,67,35
malkg__201306NormanMaudi.txt,142,malkg,201306NormanMaudi.txt,success,True,68,36
malkg__201306Rapid7KeyBoy.txt,137,malkg,201306Rapid7KeyBoy.txt,success,True,46,31
malkg__201309FireEyeTaidoor.txt,149,malkg,201309FireEyeTaidoor.txt,success,True,38,32
malkg__201402CrowdStrikeSakula.txt,146,malkg,201402CrowdStrikeSakula.txt,success,True,25,26
malkg__201402FireEyeSnowMan.txt,145,malkg,201402FireEyeSnowMan.txt,success,True,62,32
malkg__201403FireEyeSiesta.txt,139,malkg,201403FireEyeSiesta.txt,success,True,29,22
malkg__201403TrendMicroSiesta.txt,124,malkg,201403TrendMicroSiesta.txt,success,True,63,31
malkg__201405FireEyeSaffronRose.txt,122,malkg,201405FireEyeSaffronRose.txt,success,True,81,67
malkg__201407CrowdStrikeDeepPanda.txt,140,malkg,201407CrowdStrikeDeepPanda.txt,success,True,32,31
malkg__201407VinsulaSayad.txt,120,malkg,201407VinsulaSayad.txt,success,True,26,24
malkg__201409ClearSkyGholee.txt,101,malkg,201409ClearSkyGholee.txt,success,True,37,31
malkg__201411CrowdStrikeDeepPanda.txt,133,malkg,201411CrowdStrikeDeepPanda.txt,success,True,38,31
malkg__201411ESETRoamingTiger.txt,112,malkg,201411ESETRoamingTiger.txt,success,True,68,54
malkg__201411FSecureOnionDuke.txt,134,malkg,201411FSecureOnionDuke.txt,success,True,36,39
malkg__201411FireEyeOperationDoubleTap.txt,135,malkg,201411FireEyeOperationDoubleTap.txt,success,True,30,32
malkg__201411SymantecCloudyOmega.txt,106,malkg,201411SymantecCloudyOmega.txt,success,True,36,30
malkg__201412CylanceOperationCleaver.txt,118,malkg,201412CylanceOperationCleaver.txt,success,True,51,40
malkg__201503CrowdStrikeChinaChopper.txt,144,malkg,201503CrowdStrikeChinaChopper.txt,success,True,43,27
malkg__201901RockeGroupXbash.txt,110,malkg,201901RockeGroupXbash.txt,success,True,56,35
securenlp__ANALYSIS-ON-APT-TO-BE-ATTACK-THAT-FOCUSING-ON-CHINAS-GOVERNMENT-AGENCY-,181,securenlp,ANALYSIS-ON-APT-TO-BE-ATTACK-THAT-FOCUSING-ON-CHINAS-GOVERNMENT-AGENCY-,success,True,23,21
securenlp__ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT,159,securenlp,ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT,success,True,32,18
securenlp__AdversaryIntelligenceReport_DeepPanda_0 (1),177,securenlp,AdversaryIntelligenceReport_DeepPanda_0 (1),success,True,43,30
securenlp__Aided_Frame_Aided_Direction,150,securenlp,Aided_Frame_Aided_Direction,success,True,33,33
securenlp__Alienvault_Scanbox,173,securenlp,Alienvault_Scanbox,success,True,42,36
securenlp__BlackEnergy2_Plugins_Router,188,securenlp,BlackEnergy2_Plugins_Router,success,True,38,35
securenlp__CloudAtlas_RedOctober_APT,169,securenlp,CloudAtlas_RedOctober_APT,success,True,36,29
securenlp__CmstarDownloader_Lurid_Enfal_Cousin,164,securenlp,CmstarDownloader_Lurid_Enfal_Cousin,success,True,68,33
securenlp__Compromise_Greece_Beijing,180,securenlp,Compromise_Greece_Beijing,success,True,30,25
securenlp__CozyDuke,197,securenlp,CozyDuke,success,True,53,34
securenlp__Cylance SPEAR Team_ A Threat Actor Resurfaces,196,securenlp,Cylance SPEAR Team_ A Threat Actor Resurfaces,success,True,42,31
securenlp__Cylance_Operation_Cleaver_Report,165,securenlp,Cylance_Operation_Cleaver_Report,success,True,144,68
securenlp__Darwin_fav_APT_Group,191,securenlp,Darwin_fav_APT_Group,success,True,25,22
securenlp__Derusbi_Server_Analysis-Final,153,securenlp,Derusbi_Server_Analysis-Final,success,True,29,32
"securenlp__Dino,the latest spying malware from an allegedly French espionage group analyzed",152,securenlp,"Dino,the latest spying malware from an allegedly French espionage group analyzed",success,True,64,67
securenlp__Duke_cloud_Linux,189,securenlp,Duke_cloud_Linux,success,True,30,30
securenlp__Elephantosis,154,securenlp,Elephantosis,failed,False,0,0
securenlp__HPSR SecurityBriefing_Episode16_NorthKorea,162,securenlp,HPSR SecurityBriefing_Episode16_NorthKorea,success,True,33,15
securenlp__Hikit_Analysis-Final,168,securenlp,Hikit_Analysis-Final,success,True,74,43
securenlp__KL_Epic_Turla_Technical_Appendix_20140806,161,securenlp,KL_Epic_Turla_Technical_Appendix_20140806,success,True,88,40
securenlp__Korplug_Afghanistan_Tajikistan,170,securenlp,Korplug_Afghanistan_Tajikistan,success,True,46,45
securenlp__Micro-Targeted-Malvertising-WP-10-27-14-1,184,securenlp,Micro-Targeted-Malvertising-WP-10-27-14-1,success,True,102,58
securenlp__Miniduke_twitter,186,securenlp,Miniduke_twitter,success,True,64,32
securenlp__NYTimes_Attackers_Evolve_Quickly,193,securenlp,NYTimes_Attackers_Evolve_Quickly,success,True,32,28
securenlp__NetTraveler_Makeover_10th_Birthday,175,securenlp,NetTraveler_Makeover_10th_Birthday,success,True,36,26
securenlp__OperationDoubleTap,192,securenlp,OperationDoubleTap,success,True,44,40
securenlp__Operation_CloudyOmega_Ichitaro,171,securenlp,Operation_CloudyOmega_Ichitaro,success,True,41,36
securenlp__Operation_GreedyWonk,198,securenlp,Operation_GreedyWonk,success,True,51,40
securenlp__Operation_Poisoned_Handover,182,securenlp,Operation_Poisoned_Handover,success,True,68,26
securenlp__Operation_SnowMan,156,securenlp,Operation_SnowMan,success,True,63,33
securenlp__OrcaRAT,172,securenlp,OrcaRAT,success,True,34,32
securenlp__Pitty_Tiger_Final_Report,179,securenlp,Pitty_Tiger_Final_Report,failed,False,0,0
securenlp__Regis_The_Intercept,187,securenlp,Regis_The_Intercept,success,True,52,35
securenlp__TA14-353A_wiper,158,securenlp,TA14-353A_wiper,success,True,58,63
securenlp__Targeting_Syrian_ISIS_Critics,166,securenlp,Targeting_Syrian_ISIS_Critics,success,True,43,38
securenlp__The_Epic_Turla_Operation,157,securenlp,The_Epic_Turla_Operation,success,True,78,53
securenlp__The_Monju_Incident,185,securenlp,The_Monju_Incident,success,True,35,29
securenlp__The_Uroburos_case,183,securenlp,The_Uroburos_case,success,True,47,33
securenlp__ThreatConnect_Operation_Arachnophobia_Report,199,securenlp,ThreatConnect_Operation_Arachnophobia_Report,success,True,35,36
securenlp__apt28,167,securenlp,apt28,success,True,33,44
securenlp__bcs_wp_InceptionReport_EN_v12914,178,securenlp,bcs_wp_InceptionReport_EN_v12914,success,True,75,79
securenlp__darkhotelappendixindicators_kl,163,securenlp,darkhotelappendixindicators_kl,success,True,67,36
securenlp__duqu2_crysys,194,securenlp,duqu2_crysys,success,True,16,28
securenlp__fireeye-operation-saffron-rose,151,securenlp,fireeye-operation-saffron-rose,success,True,79,0
securenlp__fireeye-sidewinder-targeted-attack,190,securenlp,fireeye-sidewinder-targeted-attack,success,True,46,34
securenlp__operation-poisoned-helmand,174,securenlp,operation-poisoned-helmand,success,True,45,27
securenlp__putter-panda,195,securenlp,putter-panda,success,True,75,26
securenlp__sec14-paper-marczak,155,securenlp,sec14-paper-marczak,success,True,70,107
securenlp__snake_whitepaper,176,securenlp,snake_whitepaper,success,True,70,21
securenlp__targeted_attacks_against_the_energy_sector,160,securenlp,targeted_attacks_against_the_energy_sector,success,True,46,52
